normal_time,abnormal_time,inject_time,inject_pod,inject_type,root_cause,result_list_string
2022-08-22 03:51,2022-08-22 05:29,2022-08-22 05:27:06,currencyservice-cf787dd48-vpjrd,network_delay,['NetworkP90(ms)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: currencyservice grpc.hipstershop.CurrencyService/Convert start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Received conversion request
- Actual Event Trace:
    From: currencyservice grpc.hipstershop.CurrencyService/Convert start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 2- Affected Pod: currencyservice-cf787dd48-vpjrd
Pattern 1:
- Expected Event Trace:
    From: currencyservice grpc.hipstershop.CurrencyService/Convert start
    To: currencyservice hipstershop.CurrencyService/GetCurrencyData start
- Actual Event Trace:
    From: currencyservice grpc.hipstershop.CurrencyService/Convert start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 2- Affected Pod: currencyservice-cf787dd48-vpjrd
Pattern 1:
- Expected Event Trace:
    From: currencyservice grpc.hipstershop.CurrencyService/Convert start
    To: currencyservice hipstershop.CurrencyService/Carry start
- Actual Event Trace:
    From: currencyservice grpc.hipstershop.CurrencyService/Convert start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 2- Affected Pod: currencyservice-cf787dd48-vpjrd
Pattern 1:
- Expected Event Trace:
    From: currencyservice grpc.hipstershop.CurrencyService/GetSupportedCurrencies start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Getting supported currencies...
- Actual Event Trace:
    From: currencyservice grpc.hipstershop.CurrencyService/GetSupportedCurrencies start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 2- Affected Pod: currencyservice-cf787dd48-vpjrd
Pattern 1:
- Expected Event Trace:
    From: currencyservice grpc.hipstershop.CurrencyService/GetSupportedCurrencies start
    To: currencyservice hipstershop.CurrencyService/GetCurrencyData start
- Actual Event Trace:
    From: currencyservice grpc.hipstershop.CurrencyService/GetSupportedCurrencies start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 2- Affected Pod: currencyservice-cf787dd48-vpjrd"
2022-08-22 03:51,2022-08-22 05:36,2022-08-22 05:35:34,emailservice-55fdc5b988-f6xth,cpu_contention,['CpuUsageRate(%)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: emailservice /hipstershop.EmailService/SendOrderConfirmation start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Send order confirmation email to someone@example.com start.
- Actual Event Trace:
    From: emailservice /hipstershop.EmailService/SendOrderConfirmation start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 5- Affected Pod: emailservice-55fdc5b988-f6xth
- Resource Alert: CpuUsageRate(%)"
2022-08-22 03:51,2022-08-22 05:37,2022-08-22 05:35:34,emailservice-55fdc5b988-f6xth,cpu_contention,['CpuUsageRate(%)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: emailservice /hipstershop.EmailService/SendOrderConfirmation start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Send order confirmation email to someone@example.com start.
- Actual Event Trace:
    From: emailservice /hipstershop.EmailService/SendOrderConfirmation start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 5- Affected Pod: emailservice-55fdc5b988-f6xth
- Resource Alert: CpuUsageRate(%)"
2022-08-22 03:51,2022-08-22 05:44,2022-08-22 05:43:48,emailservice-55fdc5b988-f6xth,network_delay,['NetworkP90(ms)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: emailservice /hipstershop.EmailService/SendOrderConfirmation start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Send order confirmation email to someone@example.com start.
- Actual Event Trace:
    From: emailservice /hipstershop.EmailService/SendOrderConfirmation start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 5- Affected Pod: emailservice-55fdc5b988-f6xth"
2022-08-22 03:51,2022-08-22 05:45,2022-08-22 05:43:48,emailservice-55fdc5b988-f6xth,network_delay,['NetworkP90(ms)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: emailservice /hipstershop.EmailService/SendOrderConfirmation start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Send order confirmation email to someone@example.com start.
- Actual Event Trace:
    From: emailservice /hipstershop.EmailService/SendOrderConfirmation start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 5- Affected Pod: emailservice-55fdc5b988-f6xth"
2022-08-22 03:51,2022-08-22 05:53,2022-08-22 05:52:54,paymentservice-9cdb6588f-554sm,network_delay,['NetworkP90(ms)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: paymentservice grpc.hipstershop.PaymentService/Charge start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> PaymentService#Charge invoked with request<:ITEM:>
- Actual Event Trace:
    From: paymentservice grpc.hipstershop.PaymentService/Charge start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 5- Affected Pod: paymentservice-9cdb6588f-554sm"
2022-08-22 03:51,2022-08-22 05:54,2022-08-22 05:52:54,paymentservice-9cdb6588f-554sm,network_delay,['NetworkP90(ms)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: paymentservice grpc.hipstershop.PaymentService/Charge start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> PaymentService#Charge invoked with request<:ITEM:>
- Actual Event Trace:
    From: paymentservice grpc.hipstershop.PaymentService/Charge start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 5- Affected Pod: paymentservice-9cdb6588f-554sm"
2022-08-22 03:51,2022-08-22 06:02,2022-08-22 06:01:18,paymentservice-9cdb6588f-554sm,cpu_contention,['CpuUsageRate(%)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: paymentservice grpc.hipstershop.PaymentService/Charge start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> PaymentService#Charge invoked with request<:ITEM:>
- Actual Event Trace:
    From: paymentservice grpc.hipstershop.PaymentService/Charge start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 5- Affected Pod: paymentservice-9cdb6588f-554sm
- Resource Alert: CpuUsageRate(%)"
2022-08-22 03:51,2022-08-22 06:03,2022-08-22 06:01:18,paymentservice-9cdb6588f-554sm,cpu_contention,['CpuUsageRate(%)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: paymentservice grpc.hipstershop.PaymentService/Charge start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> PaymentService#Charge invoked with request<:ITEM:>
- Actual Event Trace:
    From: paymentservice grpc.hipstershop.PaymentService/Charge start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 5- Affected Pod: paymentservice-9cdb6588f-554sm
- Resource Alert: CpuUsageRate(%)"
2022-08-22 03:51,2022-08-22 06:36,2022-08-22 06:35:39,productcatalogservice-668d5f85fb-wckp8,cpu_consumed,['CpuUsageRate(%)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: productcatalogservice hipstershop.ProductCatalogService/GetProduct start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
- Actual Event Trace:
    From: productcatalogservice hipstershop.ProductCatalogService/GetProduct start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 6- Affected Pod: productcatalogservice-668d5f85fb-wckp8
- Resource Alert: CpuUsageRate(%)
Pattern 1:
- Expected Event Trace:
    From: productcatalogservice hipstershop.ProductCatalogService/ReadCatalog start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Start query product catalog
- Actual Event Trace:
    From: productcatalogservice hipstershop.ProductCatalogService/ReadCatalog start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 6- Affected Pod: productcatalogservice-668d5f85fb-wckp8
- Resource Alert: CpuUsageRate(%)
Pattern 1:
- Expected Event Trace:
    From: productcatalogservice hipstershop.ProductCatalogService/ParseCatalog start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Start parse catalog
- Actual Event Trace:
    From: productcatalogservice hipstershop.ProductCatalogService/ParseCatalog start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 5- Affected Pod: productcatalogservice-668d5f85fb-wckp8
- Resource Alert: CpuUsageRate(%)
Pattern 1:
- Expected Event Trace:
    From: productcatalogservice hipstershop.ProductCatalogService/ListProducts start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Start list products
- Actual Event Trace:
    From: productcatalogservice hipstershop.ProductCatalogService/ListProducts start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 4- Affected Pod: productcatalogservice-668d5f85fb-wckp8
- Resource Alert: CpuUsageRate(%)"
2022-08-22 03:51,2022-08-22 06:37,2022-08-22 06:35:39,productcatalogservice-668d5f85fb-wckp8,cpu_consumed,['CpuUsageRate(%)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: productcatalogservice hipstershop.ProductCatalogService/GetProduct start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
- Actual Event Trace:
    From: productcatalogservice hipstershop.ProductCatalogService/GetProduct start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 6- Affected Pod: productcatalogservice-668d5f85fb-wckp8
- Resource Alert: CpuUsageRate(%)
Pattern 1:
- Expected Event Trace:
    From: productcatalogservice hipstershop.ProductCatalogService/ReadCatalog start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Start query product catalog
- Actual Event Trace:
    From: productcatalogservice hipstershop.ProductCatalogService/ReadCatalog start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 6- Affected Pod: productcatalogservice-668d5f85fb-wckp8
- Resource Alert: CpuUsageRate(%)
Pattern 1:
- Expected Event Trace:
    From: productcatalogservice hipstershop.ProductCatalogService/ParseCatalog start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Start parse catalog
- Actual Event Trace:
    From: productcatalogservice hipstershop.ProductCatalogService/ParseCatalog start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 5- Affected Pod: productcatalogservice-668d5f85fb-wckp8
- Resource Alert: CpuUsageRate(%)
Pattern 1:
- Expected Event Trace:
    From: productcatalogservice hipstershop.ProductCatalogService/ListProducts start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Start list products
- Actual Event Trace:
    From: productcatalogservice hipstershop.ProductCatalogService/ListProducts start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 4- Affected Pod: productcatalogservice-668d5f85fb-wckp8
- Resource Alert: CpuUsageRate(%)"
2022-08-22 03:51,2022-08-22 06:53,2022-08-22 06:52:56,recommendationservice-6cfdd55578-gfj6q,network_delay,['NetworkP90(ms)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: recommendationservice /hipstershop.RecommendationService/ListRecommendations start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Query Recommendations
- Actual Event Trace:
    From: recommendationservice /hipstershop.RecommendationService/ListRecommendations start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 2- Affected Pod: recommendationservice-6cfdd55578-gfj6q"
2022-08-22 03:51,2022-08-22 06:54,2022-08-22 06:52:56,recommendationservice-6cfdd55578-gfj6q,network_delay,['NetworkP90(ms)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: recommendationservice /hipstershop.RecommendationService/ListRecommendations start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Query Recommendations
- Actual Event Trace:
    From: recommendationservice /hipstershop.RecommendationService/ListRecommendations start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 2- Affected Pod: recommendationservice-6cfdd55578-gfj6q"
2022-08-22 03:51,2022-08-22 07:02,2022-08-22 07:01:25,recommendationservice-6cfdd55578-gfj6q,cpu_contention,['CpuUsageRate(%)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: recommendationservice /hipstershop.RecommendationService/ListRecommendations start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Query Recommendations
- Actual Event Trace:
    From: recommendationservice /hipstershop.RecommendationService/ListRecommendations start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 2- Affected Pod: recommendationservice-6cfdd55578-gfj6q
- Resource Alert: CpuUsageRate(%)"
2022-08-22 03:51,2022-08-22 07:03,2022-08-22 07:01:25,recommendationservice-6cfdd55578-gfj6q,cpu_contention,['CpuUsageRate(%)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: recommendationservice /hipstershop.RecommendationService/ListRecommendations start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Query Recommendations
- Actual Event Trace:
    From: recommendationservice /hipstershop.RecommendationService/ListRecommendations start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 2- Affected Pod: recommendationservice-6cfdd55578-gfj6q
- Resource Alert: CpuUsageRate(%)"
2022-08-22 03:51,2022-08-22 07:11,2022-08-22 07:10:43,recommendationservice-6cfdd55578-gfj6q,cpu_consumed,['CpuUsageRate(%)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: recommendationservice /hipstershop.RecommendationService/ListRecommendations start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Query Recommendations
- Actual Event Trace:
    From: recommendationservice /hipstershop.RecommendationService/ListRecommendations start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 2- Affected Pod: recommendationservice-6cfdd55578-gfj6q
- Resource Alert: CpuUsageRate(%)
Pattern 1:
- Expected Event Trace:
    From: currencyservice grpc.hipstershop.CurrencyService/Convert start
    To: currencyservice hipstershop.CurrencyService/Carry start
- Abnormal Score: 0.7284671532846715- Trace Depth: 2- Affected Pod: currencyservice-cf787dd48-vpjrd
Pattern 1:
- Expected Event Trace:
    From: TraceID: <:TRACEID:> SpanID: <:SPANID:> Received conversion request
    To: currencyservice hipstershop.CurrencyService/GetCurrencyData start
- Abnormal Score: 0.7222222222222222- Trace Depth: 3- Affected Pod: currencyservice-cf787dd48-vpjrd
Pattern 1:
- Expected Event Trace:
    From: TraceID: <:TRACEID:> SpanID: <:SPANID:> View user cart start
    To: frontend hipstershop.CurrencyService/Convert start
- Abnormal Score: 0.7171945701357466- Trace Depth: 1- Affected Pod: frontend-579b9bff58-t2dbm
Pattern 1:
- Expected Event Trace:
    From: TraceID: <:TRACEID:> SpanID: <:SPANID:> Request started
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Adding to cart started
- Abnormal Score: 0.7160493827160493- Trace Depth: 1- Affected Pod: frontend-579b9bff58-t2dbm
Pattern 1:
- Expected Event Trace:
    From: TraceID: <:TRACEID:> SpanID: <:SPANID:> View user cart start
    To: frontend hipstershop.ProductCatalogService/GetProduct start
- Abnormal Score: 0.6957345971563981- Trace Depth: 1- Affected Pod: frontend-579b9bff58-t2dbm
Pattern 1:
- Expected Event Trace:
    From: <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> INFO - TraceID: <:TRACEID:> SpanID: <:SPANID:> Received ad request (context words=<:ITEM:>
    To: adservice hipstershop.AdService/<:SPANID:> start
- Abnormal Score: 0.6818181818181818- Trace Depth: 4- Affected Pod: adservice-5f6585d649-fnmft
- Resource Alert: MemoryUsageRate(%)
Pattern 1:
- Expected Event Trace:
    From: TraceID: <:TRACEID:> SpanID: <:SPANID:> Request started
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> View user cart start
- Abnormal Score: 0.6815286624203821- Trace Depth: 1- Affected Pod: frontend-579b9bff58-t2dbm
Pattern 1:
- Expected Event Trace:
    From: <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> INFO - TraceID: <:TRACEID:> SpanID: <:SPANID:> Received ad request (context words=<:ITEM:>
    To: <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> INFO - TraceID: <:TRACEID:> SpanID: <:SPANID:> No context provided. Constructe random Ads start
- Abnormal Score: 0.6753246753246753- Trace Depth: 4- Affected Pod: adservice-5f6585d649-fnmft
- Resource Alert: MemoryUsageRate(%)
Pattern 1:
- Expected Event Trace:
    From: adservice hipstershop.AdService/getRandomAds start
    To: MemoryUsageRate(%)
- Abnormal Score: 0.6753246753246753- Trace Depth: 4- Affected Pod: adservice-5f6585d649-fnmft
- Resource Alert: MemoryUsageRate(%)"
2022-08-22 03:51,2022-08-22 07:12,2022-08-22 07:10:43,recommendationservice-6cfdd55578-gfj6q,cpu_consumed,['CpuUsageRate(%)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: recommendationservice /hipstershop.RecommendationService/ListRecommendations start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Query Recommendations
- Actual Event Trace:
    From: recommendationservice /hipstershop.RecommendationService/ListRecommendations start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 2- Affected Pod: recommendationservice-6cfdd55578-gfj6q
- Resource Alert: CpuUsageRate(%)
Pattern 1:
- Expected Event Trace:
    From: currencyservice grpc.hipstershop.CurrencyService/Convert start
    To: currencyservice hipstershop.CurrencyService/Carry start
- Abnormal Score: 0.7067988668555241- Trace Depth: 2- Affected Pod: currencyservice-cf787dd48-vpjrd
Pattern 1:
- Expected Event Trace:
    From: <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> INFO - TraceID: <:TRACEID:> SpanID: <:SPANID:> Received ad request (context words=<:ITEM:>
    To: <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> INFO - TraceID: <:TRACEID:> SpanID: <:SPANID:> No context provided. Constructe random Ads start
- Abnormal Score: 0.6753246753246753- Trace Depth: 4- Affected Pod: adservice-5f6585d649-fnmft
- Resource Alert: MemoryUsageRate(%)
Pattern 1:
- Expected Event Trace:
    From: adservice hipstershop.AdService/getRandomAds start
    To: MemoryUsageRate(%)
- Abnormal Score: 0.6753246753246753- Trace Depth: 4- Affected Pod: adservice-5f6585d649-fnmft
- Resource Alert: MemoryUsageRate(%)
Pattern 1:
- Expected Event Trace:
    From: <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> INFO - TraceID: <:TRACEID:> SpanID: <:SPANID:> Query items successfully.
    To: adservice hipstershop.AdService/getRandomAds end
- Abnormal Score: 0.6753246753246753- Trace Depth: 4- Affected Pod: adservice-5f6585d649-fnmft
- Resource Alert: MemoryUsageRate(%)
Pattern 1:
- Expected Event Trace:
    From: TraceID: <:TRACEID:> SpanID: <:SPANID:> Request started
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Request home started
- Abnormal Score: 0.6753246753246753- Trace Depth: 1- Affected Pod: frontend-579b9bff58-t2dbm
Pattern 1:
- Expected Event Trace:
    From: TraceID: <:TRACEID:> SpanID: <:SPANID:> Choose Ad complete
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Request home complete
- Abnormal Score: 0.6753246753246753- Trace Depth: 1- Affected Pod: frontend-579b9bff58-t2dbm
Pattern 1:
- Expected Event Trace:
    From: TraceID: <:TRACEID:> SpanID: <:SPANID:> Request started
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:> Setting currency started
- Abnormal Score: 0.6744186046511628- Trace Depth: 1- Affected Pod: frontend-579b9bff58-t2dbm"
2022-08-22 03:51,2022-08-22 07:18,2022-08-22 07:17:55,shippingservice-7b598fc7d-lmggd,network_delay,['NetworkP90(ms)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: shippingservice hipstershop.ShippingService/QuoteByCountFloat start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:>[QuoteByCountFloat] received request
- Actual Event Trace:
    From: shippingservice hipstershop.ShippingService/QuoteByCountFloat start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 8- Affected Pod: shippingservice-7b598fc7d-lmggd
Pattern 1:
- Expected Event Trace:
    From: shippingservice hipstershop.ShippingService/CreateQuoteFromFloat start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:>[CreateQuoteFromFloat] received request
- Actual Event Trace:
    From: shippingservice hipstershop.ShippingService/CreateQuoteFromFloat start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 8- Affected Pod: shippingservice-7b598fc7d-lmggd
Pattern 1:
- Expected Event Trace:
    From: shippingservice hipstershop.ShippingService/CreateQuoteFromCount start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:>[CreateQuoteFromCount] received request
- Actual Event Trace:
    From: shippingservice hipstershop.ShippingService/CreateQuoteFromCount start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 7- Affected Pod: shippingservice-7b598fc7d-lmggd
Pattern 1:
- Expected Event Trace:
    From: shippingservice hipstershop.ShippingService/GetQuote start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:>[GetQuote] received request
- Actual Event Trace:
    From: shippingservice hipstershop.ShippingService/GetQuote start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 6- Affected Pod: shippingservice-7b598fc7d-lmggd
Pattern 1:
- Expected Event Trace:
    From: shippingservice hipstershop.ShippingService/ShipOrder start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:>[ShipOrder] received request
- Actual Event Trace:
    From: shippingservice hipstershop.ShippingService/ShipOrder start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 5- Affected Pod: shippingservice-7b598fc7d-lmggd"
2022-08-22 03:51,2022-08-22 07:19,2022-08-22 07:17:55,shippingservice-7b598fc7d-lmggd,network_delay,['NetworkP90(ms)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: shippingservice hipstershop.ShippingService/QuoteByCountFloat start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:>[QuoteByCountFloat] received request
- Actual Event Trace:
    From: shippingservice hipstershop.ShippingService/QuoteByCountFloat start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 8- Affected Pod: shippingservice-7b598fc7d-lmggd
Pattern 1:
- Expected Event Trace:
    From: shippingservice hipstershop.ShippingService/CreateQuoteFromFloat start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:>[CreateQuoteFromFloat] received request
- Actual Event Trace:
    From: shippingservice hipstershop.ShippingService/CreateQuoteFromFloat start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 8- Affected Pod: shippingservice-7b598fc7d-lmggd
Pattern 1:
- Expected Event Trace:
    From: shippingservice hipstershop.ShippingService/CreateQuoteFromCount start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:>[CreateQuoteFromCount] received request
- Actual Event Trace:
    From: shippingservice hipstershop.ShippingService/CreateQuoteFromCount start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 7- Affected Pod: shippingservice-7b598fc7d-lmggd
Pattern 1:
- Expected Event Trace:
    From: shippingservice hipstershop.ShippingService/GetQuote start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:>[GetQuote] received request
- Actual Event Trace:
    From: shippingservice hipstershop.ShippingService/GetQuote start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 6- Affected Pod: shippingservice-7b598fc7d-lmggd
Pattern 1:
- Expected Event Trace:
    From: shippingservice hipstershop.ShippingService/ShipOrder start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:>[ShipOrder] received request
- Actual Event Trace:
    From: shippingservice hipstershop.ShippingService/ShipOrder start
    To: NetworkP90(ms)
- Abnormal Score: 1.0- Trace Depth: 5- Affected Pod: shippingservice-7b598fc7d-lmggd"
2022-08-22 03:51,2022-08-22 07:27,2022-08-22 07:26:48,shippingservice-7b598fc7d-lmggd,cpu_contention,['CpuUsageRate(%)'],"Ranked ambigous patterns (by comparing normal event traces with current faulty event traces)
Pattern 1:
- Expected Event Trace:
    From: shippingservice hipstershop.ShippingService/QuoteByCountFloat start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:>[QuoteByCountFloat] received request
- Actual Event Trace:
    From: shippingservice hipstershop.ShippingService/QuoteByCountFloat start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 8- Affected Pod: shippingservice-7b598fc7d-lmggd
- Resource Alert: CpuUsageRate(%)
Pattern 1:
- Expected Event Trace:
    From: shippingservice hipstershop.ShippingService/CreateQuoteFromFloat start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:>[CreateQuoteFromFloat] received request
- Actual Event Trace:
    From: shippingservice hipstershop.ShippingService/CreateQuoteFromFloat start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 8- Affected Pod: shippingservice-7b598fc7d-lmggd
- Resource Alert: CpuUsageRate(%)
Pattern 1:
- Expected Event Trace:
    From: shippingservice hipstershop.ShippingService/CreateQuoteFromCount start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:>[CreateQuoteFromCount] received request
- Actual Event Trace:
    From: shippingservice hipstershop.ShippingService/CreateQuoteFromCount start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 7- Affected Pod: shippingservice-7b598fc7d-lmggd
- Resource Alert: CpuUsageRate(%)
Pattern 1:
- Expected Event Trace:
    From: shippingservice hipstershop.ShippingService/GetQuote start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:>[GetQuote] received request
- Actual Event Trace:
    From: shippingservice hipstershop.ShippingService/GetQuote start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 6- Affected Pod: shippingservice-7b598fc7d-lmggd
- Resource Alert: CpuUsageRate(%)
Pattern 1:
- Expected Event Trace:
    From: shippingservice hipstershop.ShippingService/ShipOrder start
    To: TraceID: <:TRACEID:> SpanID: <:SPANID:>[ShipOrder] received request
- Actual Event Trace:
    From: shippingservice hipstershop.ShippingService/ShipOrder start
    To: CpuUsageRate(%)
- Abnormal Score: 1.0- Trace Depth: 5- Affected Pod: shippingservice-7b598fc7d-lmggd
- Resource Alert: CpuUsageRate(%)"
